title,description,genre,type,poster_url,predicted_emotions,tone_tags
Minute to Win It,"In this game show hosted by Olympian Apolo Anton Ohno, contestants compete by completing 60-second challenges using common household items.",Reality TV,TV Show,https://image.tmdb.org/t/p/w500/jINacI6v647vc26V1gl7wPr1PeZ.jpg,['neutral'],[]
Miracle,U.S. hockey coach Herb Brooks unites a motley crew of college athletes and turns them into a force to be reckoned with at the 1980 Winter Olympics.,"Children & Family Movies, Dramas, Sports Movies",Movie,https://image.tmdb.org/t/p/w500/mxtej2th8t8x0ufVBTyhsO6Htxj.jpg,['neutral'],[]
Mirror Mirror,This remake of the classic Grimm tale follows fair-skinned Snow White on a quest to regain her royal throne with help from a team of shady dwarves.,"Children & Family Movies, Comedies",Movie,https://image.tmdb.org/t/p/w500/seN6rRfN0I6n8iDXjlSMk1QjNcq.jpg,"['approval', 'neutral']",[]
Mirzya,A modern love story is connected to an ancient folk tale as star-crossed lovers from different social classes are kept apart by their families.,"Dramas, International Movies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/pL5VuZFocbc9tET7Ui3QAJqrj3R.jpg,['neutral'],[]
Miss Dynamite,"Wealthy, beautiful Valentina falls in love, only to realize that her man and her family are involved with one of Mexico's most powerful drug cartels.","Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV Show,https://image.tmdb.org/t/p/w500/avZW4Qf8BJK0YOu7NTmoVHyQ8h.jpg,['realization'],[]
Miss Hokusai,"Herself a talented artist, O-Ei works with her father, Tetsuzo, later known as Hokusai, on the woodblock prints that would make Edo famous worldwide.",Anime Features,Movie,https://image.tmdb.org/t/p/w500/21botnUdVFVeg2nb8j5SHfupWD9.jpg,"['admiration', 'neutral']",[]
Miss Julie,"On a summer night in 1890 Ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook.","Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/11X9DZGT3P7bJhWxfwFdCkWHILS.jpg,['neutral'],[]
Miss Me This Christmas,"With their divorce set to become final on Christmas day, a couple must decide if they're really ready to throw in the towel on their relationship.",Romantic Movies,Movie,https://image.tmdb.org/t/p/w500/uIARgYFwz6fVAT6qzzcTvncgHDf.jpg,"['realization', 'neutral']",[]
Miss Representation,Explore how the mainstream media's often disparaging portrayals of women contribute to the under-representation of females in positions of leadership.,Documentaries,Movie,https://image.tmdb.org/t/p/w500/98owJxMsoARozljBXpQXH93v2fF.jpg,['neutral'],[]
Miss Rose,"Resolving to get married soon, hardworking Si-yi finds love in an unexpected place, but her ex and her job interfere with her plans.","International TV Shows, Romantic TV Shows, TV Comedies",TV Show,https://image.tmdb.org/t/p/w500/9YncW006K0NFzzAxp5Kbx6yq9Yo.jpg,"['realization', 'neutral']",[]
Miss Sharon Jones!,This uplifting documentary follows R&B singer Sharon Jones's battle with pancreatic cancer while keeping her band intact for a return to the stage.,"Documentaries, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/ocN0bh0UPir1X3FYQ0NG6wxGQ6W.jpg,"['admiration', 'approval']",[]
Miss Stevens,Emotionally vulnerable teacher Rachel accompanies three students to a weekend drama competition and forms an unexpected bond with troubled teen Billy.,"Dramas, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/7pWcZa8ANeRCIlddbBZu8QconsU.jpg,['neutral'],[]
Mission Control: The Unsung Heroes of Apollo,"Combining archive footage with present-day interviews, this documentary explores how Apollo's mission control helped change the course of history.",Documentaries,Movie,https://image.tmdb.org/t/p/w500/5pBpq1fieUBcoFUM4lbGp8dUKR6.jpg,['realization'],[]
Mission of Honor,"As Hitler's Nazis threaten to take command of Britain's skies, a squadron of Polish pilots arrives to aid the Royal Air Force against a mutual enemy.","Action & Adventure, Dramas",Movie,https://image.tmdb.org/t/p/w500/hx4nxhesaagsvJNhRw2fTobg8o.jpg,['neutral'],[]
Mission: Destroy Love,Two strangers meet by chance on a trip to Thailand and form a connection when they realize their former romantic partners ended up getting together.,"Comedies, International Movies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/fgXDyzGj1cnp2Smy3FX8WedDJ7P.jpg,"['realization', 'neutral']",[]
Mississippi Grind,A gambler mired in debt thinks another cardsharp may just be his good luck charm as the two head for New Orleans to buy into a high-stakes poker game.,"Dramas, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/vS3Bc6BiuZtAbSQpKhhRzPa7c2d.jpg,['neutral'],[]
Moh Maya Money,"After investing in a shady deal that quickly falls apart, a morally flexible real estate agent involves his wife in a dangerous recovery plan.","Dramas, Independent Movies, International Movies",Movie,https://image.tmdb.org/t/p/w500/x8jrBjWzC29O38vjfPOQvVp9AdN.jpg,['neutral'],[]
Mohawk,"During the War of 1812, two Native Americans and their British ally are pursued into enemy territory by American soldiers thirsting for revenge.","Action & Adventure, Horror Movies, Independent Movies",Movie,https://image.tmdb.org/t/p/w500/tYmTdkwOkkFAtgwF9eeTUPxUqkX.jpg,['neutral'],[]
Mojave,A lethal game of cat and mouse stretches from the desert to Tinseltown after Hollywood bad boy Thomas runs afoul of a cunning and dangerous drifter.,"Dramas, Independent Movies, Thrillers",Movie,https://image.tmdb.org/t/p/w500/eZLpBNG84wAI5c9XCQBa7w78ElX.jpg,['neutral'],[]
Mokalik (Mechanic),A young boy's life shifts when he's sent to work at a mechanic's shop far from his suburban home until an opportunity forces him to make a tough choice.,"Dramas, International Movies",Movie,https://image.tmdb.org/t/p/w500/owCL03JZ6NyFJS2QK1WrPIyXuLw.jpg,['neutral'],[]
Molly's Game,Former Olympian Molly Bloom ran a high-stakes poker game for the stars â until her lofty lifestyle nearly sent her to prison.,Dramas,Movie,https://image.tmdb.org/t/p/w500/tUYapLlLBB1FtDbU79JjhP8LE1a.jpg,['neutral'],[]
Momo Salon,"An aspiring hair stylist opens her own salon. It turns into a mail-holding hub for busy neighbors, but she seizes the chance to promote her business.","International TV Shows, Korean TV Shows, Romantic TV Shows",TV Show,https://image.tmdb.org/t/p/w500/3Tby2rgnTbXtmHZkBmwqwWw9jKg.jpg,['neutral'],[]
Mona Lisa Smile,"In 1953, the women of Wellesley College are measured by how well they marry â until the arrival of a professor who threatens to upend the status quo.",Dramas,Movie,https://image.tmdb.org/t/p/w500/bg0VKsXnLjIZ0cHmZHZLs9gzrvm.jpg,['neutral'],[]
Money,"Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand.",Thrillers,Movie,https://image.tmdb.org/t/p/w500/mG7MxXc7LgRiV56HxjfHdtipK19.jpg,['neutral'],[]
Money for Nothing,"Aided by designers and craftspeople, entrepreneur Sarah Moore rescues items bound for the garbage dump and turns them into valuable, unique objects.","British TV Shows, International TV Shows, Reality TV",TV Show,https://image.tmdb.org/t/p/w500/lmV8WTvcDHEuvC99WmzkcUETwfv.jpg,['neutral'],[]
Money Talks,"TV news reporter James Russell helps put small-time criminal Franklin Hatchett in jail, but turns to protecting Hatchett when he escapes from prison.","Action & Adventure, Comedies",Movie,https://image.tmdb.org/t/p/w500/bN57Rl003E9pYred5kw9Rp8h9Np.jpg,['neutral'],[]
Monkey Planet,"Join zoologist Dr. George McGavin for a fascinating, up-close look at the habits and behaviors of primates, our closest animal relatives.","British TV Shows, Docuseries, Science & Nature TV",TV Show,https://image.tmdb.org/t/p/w500/bx9oobQiD7g1peYqmMMvuYWUDAj.jpg,['approval'],[]
Monkey Up,A talking monkey famous for his TV commercials dreams of breaking into real movies. But first he stumbles upon a brother and sister who need his help.,"Children & Family Movies, Comedies",Movie,https://image.tmdb.org/t/p/w500/cdue0TfCUwvtc6b7g0jaHRkMlc4.jpg,"['realization', 'neutral']",[]
Monopoly (The Bank Of Luck),"Seeking revenge on his employer, a lazy bank agent and his two dim-witted friends concoct an elaborate but flawed heist.","Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/prR2GMScKZaMJkQ2J4yv2YEorDY.jpg,['neutral'],[]
Monster Family,A familyâs festive Halloween plans take a spooky turn when an evil witch's curse transforms the costumed clan into actual monsters.,Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/gjDbd43e7o2Ssn7P1l50Bv0rtIl.jpg,['neutral'],[]
Monster High 13 Wishes,"It's a new school year at Monster High, and the little sister of Clawdeen Wolf, Howleen, is determined to be more fangtastic than ever.",Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/eEZJMmzDNUNKoJw6jfmGVWeqqhJ.jpg,"['approval', 'neutral']",[]
"Monster High: Boo York, Boo York",Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.,"Children & Family Movies, Music & Musicals",Movie,https://image.tmdb.org/t/p/w500/jdYMuynxD7T6wovmE5mHzy6u91J.jpg,['neutral'],[]
Monster High: Escape from Skull Shores,"A swanky cruise veers off course for Lagoona and her friends when they're left stranded on Skull Shores, an island with a notorious beast.",Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/ddyQjIlKdBtw7kWQ6lZofxOCIJU.jpg,['neutral'],[]
Monster High: Freaky Fusion,"When Frankie Stein travels back in time, a teen scientist follows her home into the present and causes a lab accident that creates four new monsters.",Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/iqt6XJmJP4sPuIjYDkbcLyBVlPw.jpg,['neutral'],[]
Monster High: Friday Night Frights,"In their bid to win the Skulltimate Roller Maze championship, Monster High loses its star players, Clawd and Deuce, to injury.",Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/pzx9RCMkS9Siap03SXYheNqUtF1.jpg,"['disappointment', 'sadness']","['Bittersweet', 'Melancholic']"
Monster High: Fright On!,"Big changes are afoot at Monster High when administrators announce a merger with two other schools, designed to bring all monsters together.",Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/69AyLiBvC65GoEDCLFGWDxtnLQu.jpg,['neutral'],[]
"Monster High: Frights, Camera, Action!","Draculaura is whisked to Transylvania to be crowned vampire queen, but when she learns she's been duped, the search is on for the true royal heir.",Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/5gTNnqidaAfTHlOIB7tiMkGh3hK.jpg,['neutral'],[]
Monster High: Ghouls Rule,"After learning that monsters and ""Normies"" used to spend Halloween together, Frankie Stein and her pals rally both groups for a frightfully good time.",Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/3LuIy4Z5zI2vkjAwwkugH367HRp.jpg,['neutral'],[]
Monster High: Great Scarrier Reef,"At a Monster High party, Lagoona and pals are sucked into the reef, where she'll have to come to terms with her flaws and confront an old frenemy.",Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/fSyx6I8PVT91d6LgNReYLRyDt0e.jpg,['neutral'],[]
Monster High: Haunted,"Hearing that their old school is being haunted, Spectra Vondergeist and her pals head back to Monster High to get to the bottom of the scary spookery.",Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/jvwpfW0xRt2pQGD5tJbqmkc9STb.jpg,['fear'],[]
Monster High: New Ghoul at School,"Insecure new student Frankie Stein struggles to fit in at Monster High, where ultra-cool ghoul Cleo De Nile and hunky monster Deuce rule the roost.",Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/vE8hYVOwJSGxy1vQq36tRiw4iuv.jpg,['neutral'],[]
"Monster High: Scaris, City of Frights","When Clawdeen gets a chance to study with a top fashion designer, she and her pals hop on a plane to Scaris, France, the city where screams come true.",Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/3yMa9D9OJV4dxf0Gnnvw6EuHDBB.jpg,['neutral'],[]
Monster High: Why Do Ghouls Fall in Love?,Draculaura's ghoulfriends have some suspicions about one of her two persistent suitors â but can they stop him before he steals her un-beating heart?,Children & Family Movies,Movie,https://image.tmdb.org/t/p/w500/ehsu0cjPtivGSHn0tuoFpRXKpuN.jpg,['neutral'],[]
Monster Math Squad,"Max, Lily and Goo love to put their minds together and use their math skills to overcome any obstacle, even ones with two left feet or ten thumbs.",Kids' TV,TV Show,https://image.tmdb.org/t/p/w500/j7N8PoGonfqaOpf2g6KjSqBsjLW.jpg,['neutral'],[]
Monster-in-Law,An office temp thinks she's found Mr. Right when she starts dating a handsome surgeon. But there's a problem standing in the way of everlasting bliss.,"Comedies, Romantic Movies",Movie,https://image.tmdb.org/t/p/w500/iRqcGkIPdRbEaW0xMEA5kgceUF8.jpg,['neutral'],[]
Monty Don's French Gardens,"TV personality Monty Don visits Franceâs most famous gardens to dig up the influence of power, culture and passion on their conceptions and designs.","British TV Shows, Docuseries, International TV Shows",TV Show,https://image.tmdb.org/t/p/w500/fSWBIAwcTZT6oC4hysFAPUwYO9Y.jpg,"['admiration', 'neutral']",[]
Monty Don's Italian Gardens,"From horticultural hideaways to luxurious botanical displays, TV personality Monty Don explores the history behind Italyâs most extraordinary gardens.","British TV Shows, Docuseries, International TV Shows",TV Show,https://image.tmdb.org/t/p/w500/4lPvBfN1tZcFjcPfrzillaeGisP.jpg,"['admiration', 'neutral']",[]
Moon,"As he nears the end of a lonely three-year stint on the moon base Sarang, astronaut Sam Bell begins to hear and see strange things.","Dramas, Independent Movies, Sci-Fi & Fantasy",Movie,https://image.tmdb.org/t/p/w500/35IU0Mq0zFsN1mYwDGts5mKc77n.jpg,"['surprise', 'neutral']",[]
Moonlight,"In a crime-infested Miami neighborhood, a gay African-American boy with a drug-addicted mother grows up with the help of a mentoring drug dealer.","Dramas, Independent Movies, LGBTQ Movies",Movie,https://image.tmdb.org/t/p/w500/3rWk9g0Oup5WHcrpjvw5zW1WhLc.jpg,['neutral'],[]
Moonwalkers,"A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing.","Action & Adventure, Comedies, International Movies",Movie,https://image.tmdb.org/t/p/w500/p8Gq5dL2CxQf5QA6ILvnudhQada.jpg,['neutral'],[]
Moor,"A railway stationmaster tries to cope with his wife's death, his estrangement from his son and the corrupt world in which he lives.","Dramas, Independent Movies, International Movies",Movie,https://image.tmdb.org/t/p/w500/saNmetfz02QrmDnDlxa29Zh2piK.jpg,"['sadness', 'neutral']","['Bittersweet', 'Melancholic']"
Morris from America,"When his father moves from the U.S. to Heidelberg, Germany, an African American teenager struggles to find his place and pursue his hip-hop dreams.","Dramas, Independent Movies, International Movies",Movie,https://image.tmdb.org/t/p/w500/i3mFOlegdIaeZY8qHvZEtcYd8Te.jpg,['realization'],[]
Mortified Nation,"This comic documentary follows the Mortified movement, a series of stage events where adults share awkward childhood moments in front of strangers.",Documentaries,Movie,https://image.tmdb.org/t/p/w500/5ATyk6ujmbyeyN7xGLXQg6PWkOh.jpg,['approval'],[]
