title,type,genre,tags,mood_tag,mood_tag_standard,source
Don't Crack Under Pressure II,Movie,"Action & Adventure, Documentaries, International Movies","Using state-of-the-art technology, this stunning sequel follows athletes pulling off daring feats under extreme conditions in extraordinary locations.",neutral,Neutral,Netflix
Don't Crack Under Pressure III,Movie,"Action & Adventure, Documentaries, International Movies","Through deserts, above mountains and deep into oceans, elite athletes â both veteran and new â form bonds and pursue adventure in sumptuous landscapes.",Excited,Excited,Netflix
Don't Knock Twice,Movie,"Horror Movies, International Movies",A recovering addict becomes her estranged daughter's only hope after the teen awakens a terrifying child-stealing witch from an urban legend.,fear,Anxious,Netflix
Don't Look Down,Movie,"Documentaries, International Movies","Aided by dramatic reconstructions and archive footage, Sir Richard Branson recounts his daring attempts to break hot air balloon records.",fear,Anxious,Netflix
Don't Think Twice,Movie,"Comedies, Dramas, Independent Movies",Six talented but struggling improv comics see a sudden shift in their troupe's dynamic after one of them lands a much-coveted gig on television.,surprise,Excited,Netflix
Donnie Brasco,Movie,"Dramas, Thrillers","When FBI agent Joe Pistone goes undercover to infiltrate the mob, he starts to identify with the made men he's charged with taking down.",disgust,Stressed,Netflix
Doom,Movie,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",A special ops squad investigating a distress signal from a distant planet discovers that mutant aliens have already wiped out most of the population.,neutral,Neutral,Netflix
Doomsday Preppers,TV Show,"Reality TV, Science & Nature TV",This series highlights a diverse group of survivalists as they prepare for various catastrophic scenarios that could cause civilization to collapse.,Tense,Stressed,Netflix
Doubles Cause Troubles,Movie,"Action & Adventure, Comedies, International Movies","When the tenant in their flat dies under suspicious circumstances, two bickering cousins are forced to navigate both sides of the law.",anger,Stressed,Netflix
Doubt,Movie,"Dramas, Faith & Spirituality","Sister Aloysius begins to have doubts about doting Father Flynn, who seems to have become overly involved in the life of an African American pupil.",disgust,Stressed,Netflix
Down The Fence,Movie,Documentaries,"The human-equine bond propels the unique and challenging sport of reined cow horse, in which dedicated trainers compete for the national championship.",neutral,Neutral,Netflix
Dr. Seuss' The Cat in the Hat,Movie,"Children & Family Movies, Comedies","While Mom is away, a bored little boy and girl are visited by the Cat in the Hat, who proceeds to turn the house into the ""mother of all messes.""",neutral,Neutral,Netflix
Dr. Seuss' The Grinch,Movie,"Children & Family Movies, Comedies",A grump with a mean streak plots to bring Christmas to a halt in the cheerful town of Whoville. But a generous little girl could change his heart.,joy,Happy,Netflix
Dragonheart,Movie,"Action & Adventure, Sci-Fi & Fantasy","In ancient times when majestic fire-breathers soared through the skies, a knight comes face to face and heart to heart with the last dragon on Earth.",neutral,Neutral,Netflix
Dragonheart 3: The Sorcerer,Movie,"Action & Adventure, Sci-Fi & Fantasy","When an aspiring knight crosses paths with a dragon, the two form an unlikely alliance in a high-stakes battle against a malicious sorcerer.",neutral,Neutral,Netflix
Dragonheart: A New Beginning,Movie,"Action & Adventure, Sci-Fi & Fantasy","This sequel introduces Draco the dragon's offspring, Drake, who dreams of becoming a knight and teams up with a stable boy to master his skills.",neutral,Neutral,Netflix
Dragonheart: Battle for the Heartfire,Movie,"Action & Adventure, Sci-Fi & Fantasy","When the king of Brittania dies, the dragon who shares his heart must find a new ruler, but the monarch's grandchildren go to war over the throne.",sadness,Sad,Netflix
Dragonkala Ka Rahasya,Movie,Children & Family Movies,"Bheem helps to reopen Dragonpur's abandoned magic and martial arts school, but is tested like never before when an ex-student returns seeking revenge!",anger,Stressed,Netflix
Dramaworld,TV Show,"Romantic TV Shows, TV Comedies, TV Dramas","A huge fan of a Korean TV drama is transported to a magical realm where she has the power to alter her favorite show's story line as a ""Facilitator.""",neutral,Neutral,Netflix
Dream Big: Engineering Our World,Movie,Documentaries,"Narrated by Jeff Bridges, this compelling documentary examines some incredible achievements of engineering from across the globe.",joy,Happy,Netflix
Dream Boat,Movie,"Documentaries, International Movies, LGBTQ Movies","On a cruise for gay men, five passengers of different nationalities take a break from their families and cultures to party and reflect on life.",neutral,Neutral,Netflix
Dries,Movie,"Documentaries, International Movies",This documentary explores the intense passion and distinctive talent that make Dries Van Noten one of the most unique fashion designers in the world.,neutral,Neutral,Netflix
Driven to Dance,Movie,Dramas,"A young dancer grapples with her dream to join a famed ballet company against the wishes of her mother, who pushes her to pursue a more practical path.",disgust,Stressed,Netflix
"Drugs, Inc.",TV Show,"Crime TV Shows, Docuseries","This absorbing documentary series follows the entire supply chain of the illicit drug trade, tracing its production, export, sale and consumption.",neutral,Neutral,Netflix
DueÃ±os del paraÃ­so,TV Show,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When Anastasia Cardona's drug lord husband is murdered, she inherits his cocaine empire, leading to a life of wealth, power, violence and betrayal.",anger,Stressed,Netflix
Dukhtar,Movie,"Dramas, Independent Movies, International Movies",A young mother embarks on a desperate quest for freedom when she kidnaps her 10-year-old daughter to save her from a tribal marriage.,disgust,Stressed,Netflix
Dum,Movie,"Action & Adventure, Dramas, International Movies","When one of his colleagues becomes corrupted by power and goes over to the dark side, a young police officer tries to bring the offender to justice.",Tense,Stressed,Netflix
Dumb and Dumberer: When Harry Met Lloyd,Movie,Comedies,This wacky prequel to the 1994 blockbuster goes back to the lame-brained title characters' days as classmates at a Rhode Island high school.,neutral,Neutral,Netflix
E-Cigarettes: Miracle or Menace?,Movie,Documentaries,This documentary investigates the surge in vaping culture and whether e-cigarettes can really help smokers kick the habit.,neutral,Neutral,Netflix
Earth to Echo,Movie,"Children & Family Movies, Sci-Fi & Fantasy","When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones.",disgust,Stressed,Netflix
Earth to Luna!,TV Show,Kids' TV,"Curious about everything and excited about science, 6-year-old Luna, her brother Jupiter and pet Clyde explore nature to learn about the world.",neutral,Neutral,Netflix
Earth's Natural Wonders,TV Show,"British TV Shows, Docuseries, Science & Nature TV",Earth's most sublime landscapes can also be the most forbidding. Discover how inhabitants survive and flourish in our planet's harshest environments.,disgust,Stressed,Netflix
Earth's Natural Wonders: Life at the Extremes,TV Show,"British TV Shows, Docuseries, Science & Nature TV","From the Arctic to the Outback, humans battle the elements and use their ingenuity to survive in the most extreme environments in the world.",neutral,Neutral,Netflix
East Side Sushi,Movie,Dramas,"Sheâs not the usual candidate for the role, but a dogged Mexican-American mother makes it her mission to become a talented sushi chef.",neutral,Neutral,Netflix
Easy A,Movie,"Comedies, Romantic Movies","When a lie about Olive's reputation transforms her from anonymous to infamous at her high school, she decides to embrace a provocative new persona.",disgust,Stressed,Netflix
Easy Fortune Happy Life,TV Show,"International TV Shows, Romantic TV Shows, TV Comedies","Years after a wealthy man is healed by a rural herbalist, fate lands him in the same hospital where the woman's granddaughter is treating patients.",disgust,Stressed,Netflix
Eat Pray Love,Movie,"Dramas, Romantic Movies","After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love.",Happy,Happy,Netflix
Eddie Murphy: Delirious,Movie,Stand-Up Comedy,"Flashing the wild stand-up comedy that made him a household name, Eddie Murphy unleashes uncensored observations and parodies in this 1983 live show.",Happy,Happy,Netflix
Eeda,Movie,"Dramas, International Movies, Romantic Movies",Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence.,Happy,Happy,Netflix
Eh Janam Tumhare Lekhe,Movie,"Dramas, International Movies","Driven by the lessons he learned from his mother, and the values of the Sikh religion, a man sets out on a mission to serve humanity.",neutral,Neutral,Netflix
Ek Cup Chya,Movie,"Dramas, Independent Movies, International Movies",A poor bus conductor's efforts at obtaining information about his enormous electricity bill are hindered by a corrupt system.,disgust,Stressed,Netflix
Ek Hasina Thi,Movie,"Dramas, International Movies, Thrillers","Imprisoned for underworld crimes she didnât commit, a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her.",anger,Stressed,Netflix
El Ãºltimo testigo,Movie,Action & Adventure,A security expert and ex-CIA agent living in Belgium must go on the run with his estranged teen daughter when they're both marked for assassination.,fear,Anxious,Netflix
El Barco,TV Show,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Forty young crew members traveling aboard a training vessel are in for the adventure of a lifetime â especially when a storm leaves them lost at sea.,Excited,Excited,Netflix
El Cartel,TV Show,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",One man makes a fateful decision to get involved with a Colombian drug cartel in this series based on a novel by AndrÃ©s LÃ³pez LÃ³pez.,disgust,Stressed,Netflix
